0.05,0.0,0.0,0.0,0.05,0.03,0.23,0.03,54,-0.6,3.0,387.0,21.0,0.49058714509010315,-1.0
0.07,0.0,0.0,0.0,0.1,0.06,0.2,0.04,67,-0.6363636363636364,4.0,477.0,20.25,0.42232364416122437,-1.0
0.07,0.0,0.0,0.0,0.05,0.08,0.22,0.01,91,-0.8571428571428571,6.0,773.0,22.5,0.9350296854972839,-1.0
0.05,0.0,0.0,0.0,0.07,0.1,0.19,0.0,56,-0.7142857142857143,3.0,398.0,21.67,0.5523152351379395,-1.0
0.08,0.0,0.0,0.0,0.09,0.03,0.16,0.0,46,0.0,3.0,333.0,18.0,0.5684353113174438,-1.0
0.04,0.0,0.0,0.0,0.06,0.08,0.22,0.05,97,0.0,9.0,940.0,16.89,0.8862857818603516,-1.0
0.11,0.0,0.0,0.0,0.1,0.03,0.19,0.02,49,-0.7142857142857143,2.0,368.0,30.5,0.4192143976688385,-1.0
0.09,0.0,0.0,0.0,0.06,0.06,0.17,0.0,45,-0.6,2.0,323.0,28.5,0.12264476716518402,-1.0
0.09,0.0,0.0,0.0,0.06,0.06,0.17,0.0,45,-0.6,2.0,323.0,28.5,0.12264476716518402,-1.0
0.09,0.0,0.0,0.0,0.1,0.04,0.24,0.02,38,-0.3333333333333333,1.0,261.0,40.0,0.5798261761665344,-1.0
0.04,0.0,0.0,0.0,0.09,0.03,0.25,0.01,73,-0.14285714285714285,4.0,588.0,23.75,0.4062831997871399,-1.0
0.06,0.0,0.0,0.0,0.08,0.09,0.18,0.02,49,1.0,2.0,320.0,27.0,0.6280590891838074,-1.0
